red,green,blue
1.0,0.9285526623859233,0.9750821219745986
1.0,0.8154138279341155,0.8614759993915024
1.0,0.6850476461394807,0.7333350388086887
1.0,0.51531619655668,0.5866598002456755
0.9842007399740528,0.3716955425368479,0.4748356128515326
0.8678307744560974,0.24449743159918896,0.3816897075970443
0.661676223324454,0.2263837940420353,0.31841424929418216
0.3309882345795654,0.004352631805448533,0.16651269905877208
1.0,0.9282284204833411,0.9667760286440857
1.0,0.8162047355772578,0.8313856452343684
1.0,0.6850785690958109,0.6969061332090627
1.0,0.5169273682919993,0.5345024240775486
0.9897724896893424,0.37408301094832075,0.4094648338132356
0.8718103613958199,0.24976433257146768,0.3086911743222627
0.664774639136307,0.23010783693470271,0.26540089130137
0.33705435761232794,0.0010126987694810338,0.1358177119770642
1.0,0.9268809256761856,0.9568062815893121
1.0,0.8183702034780839,0.7945909217584552
1.0,0.6571858086175825,0.6032628030123159
1.0,0.523882640041257,0.464244343262112
0.9888449023556422,0.38342867832553884,0.32281020883539213
0.8694905868506481,0.261591864682045,0.2277642684323291
0.702972376939113,0.19160407635366658,0.1824331071962054
0.33872818110275404,0.00490290208530474,0.10451341962042866
1.0,0.9274788891638065,0.9420826235169135
1.0,0.8215975965776917,0.7593100345016277
1.0,0.6691848129840187,0.5419852398378716
1.0,0.509233517368601,0.3079096301418133
1.0,0.37382253359256784,0.10781009384644094
0.8488597469391962,0.29421400320116886,0.09481674913494767
0.6555768053017931,0.24913113447901564,0.15651970012684566
0.3021496554664752,0.062160781142918245,0.08798189060108301
1.0,0.9282518995731208,0.9297086973250483
1.0,0.8298314589584729,0.7212885012547898
1.0,0.684728566430112,0.48394648780962485
1.0,0.5193247060517184,0.014912405345901322
0.9405434582857906,0.43730273731225117,0.08184933369758221
0.7569660819630558,0.3735237172188924,0.18218679740835078
0.6007189086565119,0.29443461955498884,0.1648136879920046
0.2646905374210848,0.10268524722108327,0.08394766075551352
1.0,0.9301474972513661,0.913972672117331
1.0,0.8403657719002178,0.6876270923720698
1.0,0.6728131117853592,0.20733782474951268
1.0,0.5836876238288179,0.2301750506797008
0.8766003339400419,0.48240544422235926,0.11441489725791262
0.699583207179399,0.409630089662357,0.21195301292157498
0.5479295230240029,0.3262006864090373,0.19821078768668726
0.2577670171141785,0.11049002416266288,0.05181145831285766
1.0,0.9342690303164822,0.8978628022831414
1.0,0.8392445016141976,0.5638482488304064
1.0,0.7006361015430286,0.09522817082781063
0.9640605087555046,0.6068484177247867,0.14954512874552364
0.8199429747624459,0.5145627450260962,0.16827763828347628
0.6778421160902021,0.42350839344269914,0.1715344246863843
0.5324203466887902,0.33607692239776726,0.1706011678977084
0.24732613419728752,0.11947196707281224,0.027564564655891223
1.0,0.9386555845602114,0.8817745957969124
1.0,0.8336452371927958,0.16155499677753593
1.0,0.7267429387048695,0.0
0.9234374096786615,0.6293387938079554,0.01782011187500001
0.7860815092128818,0.5334307241210146,0.10205761743365432
0.6252686456671268,0.4470262954337055,0.23366498805531583
0.511865851283599,0.34755681093825636,0.14301515220296268
0.20298270558723605,0.14016404606236224,0.09130574069280997
1.0,0.9395419738048396,0.7586374222142916
1.0,0.8542854203284063,0.0
0.9985854481121627,0.754009849230387,0.11648479180027085
0.864803360510939,0.6543209310555642,0.1722559345535279
0.7331759728834634,0.5554655206198053,0.19667346689793258
0.600728818374796,0.4588438396834951,0.20772995934185084
0.46623194601559553,0.36435395749861316,0.21473740716484335
0.19305527660572525,0.14481745267316043,0.08477705603749554
1.0,0.9475311230400181,0.6392906932159863
1.0,0.8853367180081111,0.0
0.9435252470362351,0.777466334507271,0.0
0.8218750452386058,0.6727439990048864,0.11345728644542141
0.6978913003271751,0.5705918460585498,0.16445719259713673
0.5743981006034818,0.47006812482622734,0.18927532341303852
0.447291924046647,0.37218911966752666,0.20537265144289707
0.1841225722530889,0.14836054514351762,0.08424670268102576
1.0,0.9573630945553961,0.6329845287016592
1.0,0.9020064252869504,0.1393884188872905
0.900863753658745,0.793526793493397,0.0
0.7827666319462515,0.6875785919295377,0.07495529480065835
0.6644309878720318,0.5833138647915002,0.14567216828832194
0.5469842847352197,0.4804196024402187,0.18005040937791547
0.42827798135153067,0.3792025940271626,0.2015532028636154
0.17429517725982163,0.151690079217704,0.08832869893632848
1.0,0.9647521325414297,0.6349894941756006
0.9727641342354142,0.9159127371927155,0.1246423410343053
0.8597781284693062,0.8074616678951049,0.0
0.7462333414588962,0.7000593104724715,0.054462057387633954
0.6320575596657272,0.5942206584718946,0.14486148998167056
0.5197378601183151,0.48941251253491697,0.18449385290252346
0.408460066741384,0.3856319175820272,0.20467625051930138
0.1645091690119757,0.15447407829589888,0.09659394738011533
0.9796388936337563,0.9747090134227818,0.6375208468522001
0.9093720048860716,0.9349866347947432,0.1437499630881893
0.7980332631675897,0.8258645682103145,0.0
0.6911379630113454,0.7162766964175811,0.10735090492713467
0.5859838504452397,0.6076309812062193,0.17000466584630716
0.4841928417549269,0.49943850239881477,0.20662327845082196
0.3833441798899387,0.3926350143071679,0.2173232190989962
0.15332327695219178,0.15717871889230253,0.10736638555379789
0.9565016777172345,0.9736103236058992,0.7590596503789397
0.8561586898366889,0.9447813488872341,0.3767617850148176
0.7269435102479261,0.8436886620058753,0.09762286554364452
0.630743118482855,0.7310121479578388,0.1873489144354017
0.5363262114924602,0.6195523674773772,0.21903255511530456
0.4466032015405061,0.5083369468975473,0.23864038800370685
0.3595667339224869,0.39819431300173674,0.23620158691159182
0.1449022708945925,0.15890910059097485,0.11614684076657017
0.9348805134495164,0.9696002550353755,0.8851112617824676
0.7424466111725847,0.9682035727241741,0.46923979361710416
0.6409520523774863,0.8562722680990685,0.3971603207786339
0.4935378890881346,0.759485219599554,0.1823496417324672
0.4213381187850813,0.6442046071997471,0.19578526303256039
0.3549625276552646,0.529288347562039,0.2057244649631117
0.28659430477973846,0.4165803275558565,0.194001047229565
0.08740491948143837,0.17309659402904504,0.06518906426770164
0.9096772444751999,0.9744156326579767,0.9090508176404549
0.6960493385719619,0.9687476778750684,0.6472092086900131
0.5409111572277415,0.8702654174288328,0.4940889125925732
0.3631833888270612,0.7741198051810757,0.32943978393121537
0.23513085373931236,0.6667691052379163,0.2301896551350966
0.2848723237764201,0.5376905014290325,0.27549419241130907
0.23884054472627986,0.4226225126666877,0.2385269691287475
0.06071308312568331,0.17549847771857713,0.09371732384964959
0.889978878609353,0.9777990668927222,0.9291550210713464
0.6082932584216522,0.9788184305489481,0.7308930055875198
0.4296581510064484,0.8799515185001554,0.599474463737258
0.31500850352098264,0.7709787487363079,0.5067847929890069
0.0,0.675943235032327,0.3809523590940582
0.0,0.5575043866662294,0.32626409025912495
0.0,0.4409553495739296,0.2663289332497509
0.03949286020442067,0.17685889233301302,0.11686802402318601
0.8774969066578171,0.979125020405185,0.9492034672108106
0.6462787440116305,0.9650533407031582,0.8287480707580777
0.46217680866196237,0.8686648229619346,0.7042734753475988
0.20166546329349128,0.7746136224664274,0.5849099764068001
0.0,0.66644785211108,0.4880655554045877
0.0,0.5603062831545775,0.3911417087242916
0.0,0.44264690341854585,0.3124668508267768
0.0,0.1898216358778144,0.11742898722389263
0.8719565630383412,0.9791058969786972,0.9638974543611583
0.6251888951974579,0.9660737227716049,0.8596064066175264
0.43541469680873907,0.8690907226480589,0.7417904073456831
0.1001131531793179,0.7758626041534905,0.6266460024425081
0.0,0.6674001006117539,0.5285903058780826
0.0,0.5611618081733214,0.43138858862497864
0.0,0.44323703465016007,0.3447182669070655
0.0,0.1900079906581975,0.13659725529683653
0.866768395741854,0.9795167437666682,0.9730071281591028
0.609459198035435,0.9659382420596246,0.890538864937812
0.40900606198959477,0.8692811795190005,0.7763518994870471
0.0,0.776341669193181,0.6657932900556476
0.0,0.6682240067059798,0.5652845775460418
0.0,0.561385390836989,0.4677766667972794
0.0,0.44351843471323293,0.3740141321643142
0.0,0.18995167911273764,0.15560005204675192
0.8660822912998518,0.9783762825419239,0.9860203317034313
0.5949857764740991,0.9658102714735725,0.9170387062172576
0.3852168584787521,0.8690834603575232,0.8076513479271629
0.27217094733375374,0.7600369192232385,0.7046843369362268
0.0,0.6679996542080574,0.606983847740932
0.0,0.5481136215285278,0.5043614952460135
0.0,0.4298248766793277,0.4043142937173363
0.0,0.17828018403273022,0.17124789828826317
0.8701546522583714,0.9759871853215596,0.9991433589509068
0.7129841339637945,0.9418984564128983,0.9425743055854764
0.35230993453977627,0.8683905534951349,0.8495900770700137
0.23611449419526837,0.7587989169505586,0.7467227835362775
0.0,0.6527090061834749,0.6475797200859265
0.0,0.5466250239464356,0.5478752918657062
0.0,0.42863846246625165,0.4356547677430944
0.0,0.1776168379845799,0.19101380351142935
0.8813606458308136,0.9715163795437696,1.0
0.7095019530405857,0.9399322161635886,0.9686143612242818
0.49514342557227237,0.8484796721114555,0.8760679092964234
0.21633003639542403,0.7562414955725881,0.7847064031871427
0.0,0.6504463453273583,0.6834772326806845
0.0,0.5446204560595567,0.5823593390586637
0.0,0.4268761150172674,0.46265474775123644
0.0,0.1765668983176514,0.20530565107532844
0.8890192765532086,0.968515560386825,1.0
0.7105096469239519,0.9373768061730593,0.9905906420020191
0.49583459036071714,0.8453728449249797,0.9039405886191683
0.20410500856612213,0.7525555646108372,0.825181158618414
0.0,0.6464224326500996,0.7231258565102808
0.0,0.5407677533629635,0.6221425699019988
0.0,0.4236594726966656,0.4901605893990449
0.0,0.17481305892090732,0.22191459688003506
0.8954137493273957,0.9661168834287529,1.0
0.7165145334817382,0.9337946976343501,1.0
0.5037299208807168,0.8410553634652693,0.9315981707348392
0.23003101509778734,0.7467589172258517,0.8600916197231552
0.0,0.6415659802849828,0.7580654203626418
0.16881973318400553,0.5223603120866419,0.614692307524529
0.0,0.41931387270147613,0.5129236646281988
0.0,0.17294746714149833,0.2338031346641649
0.904856516674559,0.9632444061485134,1.0
0.7328078154263573,0.9280149356296477,1.0
0.5330565639285862,0.8328252866128315,0.9613589161724806
0.2858040394264912,0.7379541698004959,0.894516611670983
0.09761918327450758,0.6324150070971511,0.7903923069877032
0.208894005707773,0.5160553475370768,0.6358732495151973
0.027410975552099877,0.41328055590259327,0.5327343295438166
0.0,0.17020976489066908,0.24492274113714996
0.9162765638888902,0.9595727520258773,1.0
0.7538658350905549,0.9219768523638749,1.0
0.5639634267934105,0.8253804406008151,0.9779669791222113
0.34646390555899464,0.7286189003770941,0.9174157043922503
0.22532947809862564,0.6221195359745473,0.8093427032628685
0.008748396280016647,0.5176213507141265,0.7020426044998138
0.12828137133357648,0.40597499777102813,0.546804174374993
0.0,0.17292220258064722,0.3007436805161546
0.9250858280712271,0.956862177693346,1.0
0.7795426148109306,0.9149621336617283,1.0
0.49200626093621397,0.8262972857430605,1.0
0.26258297287898114,0.7256030184364229,0.996318199994345
0.12215950399033715,0.6188523740854058,0.8760768921960833
0.17563863099144186,0.5079710887964104,0.7136285411844363
0.0,0.4057181355069606,0.6102139446464914
0.0,0.167560378974242,0.3084187462512715
0.9412265831231346,0.9518386533426935,1.0
0.7414948023150293,0.913725147596966,1.0
0.57630433149029,0.8104154257366329,1.0
0.39666883679374415,0.7082745704226798,1.0
0.08182328270157138,0.6073371513994589,0.9530807180872841
0.1534620437469969,0.498810854121798,0.779002507255573
0.0,0.39671173276430455,0.6693902057102471
0.0,0.15900315449545832,0.31455675331033217
0.94770538943423,0.9500328376360166,1.0
0.794778395793674,0.9001347345352357,1.0
0.6407951371147492,0.7962054923321189,1.0
0.4918678871826711,0.6915808982513441,1.0
0.30774839428136336,0.5888280980173648,0.956764042175357
0.28292845836619746,0.48370409153981403,0.7814220578792375
0.14905942193537516,0.38183975636562467,0.6736699412938262
0.0,0.14828959001376302,0.36909661650089015
0.9633493351038332,0.9457148771987813,1.0
0.8852173562046076,0.8859167972074808,1.0
0.753702461572237,0.778099428229647,1.0
0.6344114107886187,0.6694015357980484,0.9478045693666194
0.5159702381200456,0.5615616105364866,0.8837334795236467
0.3920298478739147,0.4516971225011371,0.8318785481023263
0.29162775069910357,0.34762153357610864,0.7200454202302529
0.12197473997427428,0.10349299872659884,0.4000183931014575
0.9698588269741549,0.9439076742180609,1.0
0.911358884220622,0.8786834998070263,1.0
0.7994864188041012,0.7656768236201947,0.9952528577897376
0.6945022429851238,0.6534269807033377,0.9353456023225585
0.5932540957221364,0.5409622923091109,0.8698431387648445
0.49721108447836565,0.43562372926796245,0.7601414037027427
0.400121971190681,0.33113000752402577,0.652237247125991
0.18399695642347308,0.10155526593284492,0.33983267562869934
0.9797039988150367,0.9411724566984252,1.0
0.9338035620874477,0.8728930845182261,1.0
0.8359530280072364,0.7559261335445168,0.9800567502274079
0.7434626612981545,0.6400308019396831,0.9148755883893745
0.7338509906372851,0.43126574934073303,1.0
0.5554965023849816,0.4177190973964531,0.737680954747252
0.45954343574164386,0.312185136439427,0.6260815959919244
0.2221982392836227,0.08274015511607741,0.3210189380866636
0.9888837511051932,0.9386012560126242,1.0
0.9518994462495886,0.867693645717982,1.0
0.8639544559179524,0.7486573175513755,0.9623738917951171
0.7807231913783069,0.6296062132032717,0.8922872222835342
0.6997087869939569,0.5082294800791952,0.8238455091848266
0.5991484284792459,0.40316537517412315,0.7118298189182957
0.49898971112047147,0.29743582040486133,0.6026291085310909
0.2449767975277674,0.06916179770596047,0.30542150117792877
1.0,0.9355490168556047,1.0
1.0,0.8381508746615078,1.0
0.9482409149571892,0.714488377408866,0.9692243717775123
0.8665368127623246,0.5920017657882073,0.8922084052545476
0.7537528716834143,0.4897149296071677,0.783599160241935
0.6450233398983252,0.38640156341275234,0.6758538250684925
0.5376624313263049,0.2815200297431272,0.5713799001148234
0.23674040944121083,0.09306312982704668,0.26156954618731965
1.0,0.9328095140414596,1.0
1.0,0.8315098315780931,1.0
0.9798772365825218,0.7056821477531456,0.9338621067399603
0.9044139109965211,0.579594973143534,0.8516893648529054
0.8246029690706911,0.4512849386907833,0.7707595561410583
0.681196471548121,0.37193007303611836,0.6398400102779959
0.5700993878565064,0.26652674000857807,0.5386980163918477
0.2485685955330067,0.08638505222331462,0.25049628838330645
1.0,0.9322761937412664,1.0
1.0,0.8253742164465251,0.9849623015280579
1.0,0.6690896897032773,0.9095660518174341
0.9368140357490748,0.5697782838885309,0.8024957766290243
0.8616487171482452,0.43663314018123534,0.7173591066754921
0.7124628335481515,0.35925485130738877,0.5974080503596577
0.6003162572081703,0.2519004130187125,0.4972583812695979
0.29095981527670634,0.036272569925774586,0.2586966015058726
1.0,0.9306510280850995,0.9975971170181767
1.0,0.8206922352203891,0.9482480905679392
1.0,0.6596734916617188,0.8502806620911103
0.9649393390202384,0.5623524325745795,0.7429024584889059
0.8948593762384232,0.42453500248963044,0.6482052104962858
0.7422015832102734,0.3477381047268125,0.5402603699074194
0.6252928722072236,0.24066430237795466,0.4456195591420113
0.30395891158522303,0.026014140596679704,0.23721198922023423
1.0,0.9292389059009449,0.9916551504197397
1.0,0.8182643395149516,0.9192272954439287
1.0,0.6866542738163863,0.8085785191746487
1.0,0.5196487648897723,0.7002807387074881
0.9608963673718597,0.3753741623146332,0.5999109404393905
0.7575271519929884,0.3428974464190993,0.49672834428366736
0.6425930446038784,0.23238962566551352,0.40175653506813386
0.31383439950324477,0.018497761517925967,0.21563074639241758
1.0,0.9288806992083765,0.9833957122454147
1.0,0.8166658226771557,0.8900232958691856
1.0,0.6853367978031086,0.7686249776508381
1.0,0.5146560816241301,0.640583587829714
0.9743119390761236,0.3729405302165994,0.5351094865804816
0.7700593406652506,0.339259746210322,0.45283730474587974
0.6540347497729698,0.22804159282229736,0.3597061688462559
0.32261000523871464,0.011086243871339295,0.19398274766240764
